"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$16.41","($82.04)"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$16.15","($80.75)"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$16.16","($80.79)"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$15.98","$79.93"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","10","$15.92","$159.23"
"3/10/2023","3/10/2023","3/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$16.02","($80.09)"
"3/10/2023","3/10/2023","3/14/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","4","$33.18","$132.72"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$34.13","($68.26)"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$33.98","($67.95)"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$34.32","$68.64"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","3","$34.41","$103.23"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$34.56","($34.57)"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$34.66","($69.33)"
"3/9/2023","3/9/2023","3/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$34.72","($69.45)"
"3/9/2023","3/9/2023","3/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.19","($75.95)"
"3/9/2023","3/9/2023","3/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.82","($74.10)"
"3/9/2023","3/9/2023","3/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.75","($73.73)"
"3/8/2023","3/8/2023","3/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","10","$14.96","$149.63"
"3/6/2023","3/6/2023","3/8/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.07","($70.34)"
"3/3/2023","3/3/2023","3/7/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","14","$14.66","$205.27"
"3/2/2023","3/2/2023","3/6/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.50","($77.48)"
"3/1/2023","3/1/2023","3/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","1","$34.62","$34.62"
"3/1/2023","3/1/2023","3/3/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.31","($76.55)"
"2/28/2023","2/28/2023","3/2/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.08","($75.43)"
"2/28/2023","2/28/2023","3/2/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","2","$15.03","($30.05)"
"2/28/2023","2/28/2023","3/2/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$35.91","($35.91)"
"2/28/2023","2/28/2023","3/2/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","1","$15.08","($15.08)"
"2/28/2023","2/28/2023","3/2/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","1","$15.10","($15.10)"
"2/28/2023","2/28/2023","3/2/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.09","($75.45)"
"2/27/2023","2/27/2023","3/1/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$15.01","$75.07"
"2/24/2023","2/24/2023","2/28/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","9","$15.34","$138.07"
"2/23/2023","2/23/2023","2/27/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.57","($72.85)"
"2/22/2023","2/22/2023","2/24/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.84","($74.18)"
"2/22/2023","2/22/2023","2/24/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","7","$14.75","$103.27"
"2/21/2023","2/21/2023","2/23/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.37","($71.84)"
"2/17/2023","2/17/2023","2/21/2023","SPY","Option Expiration for SPY 2/17/2023 Call $420.00","OEXP","1S","",""
"2/17/2023","2/17/2023","2/21/2023","SPY","Option Expiration for SPY 2/17/2023 Call $430.00","OEXP","6S","",""
"2/17/2023","2/17/2023","2/22/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$14.12","($141.18)"
"2/17/2023","2/17/2023","2/22/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","15","$38.16","$572.38"
"2/17/2023","2/17/2023","2/21/2023","SPY","SPY 2/24/2023 Call $420.00","STC","1","$0.25","$24.98"
"2/16/2023","2/16/2023","2/21/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","20","$13.50","$270.10"
"2/16/2023","2/16/2023","2/17/2023","SPY","SPY 2/24/2023 Call $420.00","BTO","1","$0.74","($74.00)"
"2/16/2023","2/16/2023","2/21/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$39.56","($197.80)"
"2/16/2023","2/16/2023","2/21/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$13.76","($68.79)"
"2/16/2023","2/16/2023","2/21/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$13.74","($137.38)"
"2/15/2023","2/15/2023","2/17/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","4","$40.54","($162.14)"
"2/15/2023","2/15/2023","2/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$13.38","($66.93)"
"2/15/2023","2/15/2023","2/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","10","$13.39","$133.90"
"2/15/2023","2/15/2023","2/16/2023","SPY","SPY 2/17/2023 Call $420.00","BTO","1","$0.19","($19.00)"
"2/15/2023","2/15/2023","2/16/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.02","($2.00)"
"2/15/2023","2/15/2023","2/17/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$40.06","($40.06)"
"2/15/2023","2/15/2023","2/16/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.02","($2.00)"
"2/15/2023","2/15/2023","2/17/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$39.85","($199.24)"
"2/15/2023","2/15/2023","2/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.57","$67.87"
"2/14/2023","2/14/2023","2/14/2023","","ACH Deposit","ACH","","","$254.00"
"2/14/2023","2/14/2023","2/15/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.04","($4.00)"
"2/14/2023","2/14/2023","2/15/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.06","($6.00)"
"2/14/2023","2/14/2023","2/16/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.27","$66.35"
"2/14/2023","2/14/2023","2/16/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","20","$13.66","($273.15)"
"2/13/2023","2/13/2023","2/15/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.39","$66.95"
"2/13/2023","2/13/2023","2/15/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.45","$67.25"
"2/13/2023","2/13/2023","2/14/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.11","($11.00)"
"2/10/2023","2/10/2023","2/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","10","$13.99","$139.94"
"2/10/2023","2/10/2023","2/14/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","4","$38.19","$152.77"
"2/10/2023","2/10/2023","2/14/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","20","$14.07","($281.40)"
"2/9/2023","2/9/2023","2/10/2023","SPY","SPY 2/17/2023 Call $430.00","BTO","1","$0.18","($18.00)"
"2/9/2023","2/9/2023","2/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.94","($38.94)"
"2/9/2023","2/9/2023","2/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.88","($38.88)"
"2/9/2023","2/9/2023","2/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","15","$13.89","$208.35"
"2/9/2023","2/9/2023","2/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.70","($38.70)"
"2/9/2023","2/9/2023","2/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.51","($38.51)"
"2/9/2023","2/9/2023","2/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$13.39","($133.91)"
"2/9/2023","2/9/2023","2/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.30","$66.50"
"2/9/2023","2/9/2023","2/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.30","$66.50"
"2/9/2023","2/9/2023","2/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$13.31","$66.56"
"2/8/2023","2/8/2023","2/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$13.44","($67.18)"
"2/8/2023","2/8/2023","2/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$13.30","($66.48)"
"2/8/2023","2/8/2023","2/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$13.36","($133.55)"
"2/3/2023","2/3/2023","2/7/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","5","$41.12","$205.61"
"2/3/2023","2/3/2023","2/7/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","5","$40.46","$202.30"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","7","$39.46","$276.25"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.16","($38.17)"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.08","($38.08)"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.35","($38.35)"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.30","($38.31)"
"2/1/2023","2/1/2023","2/3/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$38.40","($38.41)"
"1/31/2023","1/31/2023","2/2/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","3","$37.66","($112.98)"
"1/31/2023","1/31/2023","2/2/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","8","$37.18","$297.48"
"1/30/2023","1/30/2023","2/1/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$38.01","($76.02)"
"1/30/2023","1/30/2023","2/1/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$37.78","($188.89)"
"1/27/2023","1/27/2023","1/31/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","8","$38.59","$308.75"
"1/26/2023","1/26/2023","1/30/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$37.25","($186.25)"
"1/26/2023","1/26/2023","1/27/2023","SPY","SPY 2/3/2023 Put $394.00","STC","1","$1.94","$193.98"
"1/26/2023","1/26/2023","1/30/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","10","$37.89","($378.87)"
"1/25/2023","1/25/2023","1/26/2023","SPY","SPY 2/3/2023 Put $394.00","BTO","1","$2.99","($299.00)"
"1/25/2023","1/25/2023","1/27/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$36.98","$73.97"
"1/25/2023","1/25/2023","1/27/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","4","$36.64","$146.58"
"1/25/2023","1/25/2023","1/27/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$35.59","($71.18)"
"1/24/2023","1/24/2023","1/26/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$37.28","($37.28)"
"1/24/2023","1/24/2023","1/26/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.59","($36.59)"
"1/24/2023","1/24/2023","1/26/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.88","($36.88)"
"1/23/2023","1/23/2023","1/25/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$37.04","($37.05)"
"1/23/2023","1/23/2023","1/25/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$37.47","($37.47)"
"1/23/2023","1/23/2023","1/25/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.60","($36.60)"
"1/23/2023","1/23/2023","1/25/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.54","($36.54)"
"1/20/2023","1/20/2023","1/24/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","12","$15.28","$183.42"
"1/20/2023","1/20/2023","1/24/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","15","$15.34","$230.15"
"1/20/2023","1/20/2023","1/24/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$34.92","$69.83"
"1/20/2023","1/20/2023","1/24/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.64","($78.19)"
"1/19/2023","1/19/2023","1/23/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","2","$34.16","($68.31)"
"1/19/2023","1/19/2023","1/23/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.88","($79.43)"
"1/19/2023","1/19/2023","1/23/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","2","$15.92","($31.85)"
"1/18/2023","1/18/2023","1/20/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","1","$36.38","$36.38"
"1/18/2023","1/18/2023","1/20/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.06","($75.28)"
"1/18/2023","1/18/2023","1/20/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","1","$36.58","$36.58"
"1/18/2023","1/18/2023","1/20/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$14.88","($74.38)"
"1/17/2023","1/17/2023","1/19/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$36.45","$72.90"
"1/17/2023","1/17/2023","1/19/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$36.72","$73.45"
"1/17/2023","1/17/2023","1/19/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$36.56","$73.12"
"1/17/2023","1/17/2023","1/19/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.04","($75.19)"
"1/17/2023","1/17/2023","1/19/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","3","$14.76","$44.30"
"1/17/2023","1/17/2023","1/19/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","4","$14.84","$59.36"
"1/17/2023","1/17/2023","1/19/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$37.00","($37.00)"
"1/17/2023","1/17/2023","1/19/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.79","($36.79)"
"1/13/2023","1/13/2023","1/18/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$14.88","$74.40"
"1/13/2023","1/13/2023","1/18/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","2","$15.18","($30.35)"
"1/13/2023","1/13/2023","1/18/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","1","$36.20","($36.20)"
"1/13/2023","1/13/2023","1/18/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.41","($77.03)"
"1/12/2023","1/12/2023","1/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$15.10","($75.53)"
"1/12/2023","1/12/2023","1/17/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","5","$36.23","$181.15"
"1/12/2023","1/12/2023","1/17/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","5","$35.74","$178.68"
"1/12/2023","1/12/2023","1/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$15.34","$76.70"
"1/12/2023","1/12/2023","1/17/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$15.56","$77.80"
"1/11/2023","1/11/2023","1/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$35.76","($178.78)"
"1/11/2023","1/11/2023","1/13/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$15.46","($154.56)"
"1/11/2023","1/11/2023","1/13/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$35.26","($176.33)"
"1/10/2023","1/10/2023","1/12/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","5","$34.42","$172.11"
"1/10/2023","1/10/2023","1/12/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$34.18","($170.88)"
"1/9/2023","1/9/2023","1/11/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$34.83","($174.13)"
"1/9/2023","1/9/2023","1/11/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","2","$35.27","$70.54"
"1/9/2023","1/9/2023","1/11/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Sell","3","$35.38","$106.13"
"1/9/2023","1/9/2023","1/11/2023","UPRO","ProShares UltraPro S&P 500 ETF
CUSIP: 74347X864","Buy","5","$35.08","($175.40)"
"1/6/2023","1/6/2023","1/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","10","$16.03","$160.30"
"1/6/2023","1/6/2023","1/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","5","$16.19","($80.95)"
"1/6/2023","1/6/2023","1/10/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$16.49","$82.45"
"1/5/2023","1/5/2023","1/9/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Buy","10","$17.32","($173.17)"
"1/3/2023","1/3/2023","1/5/2023","SPXU","ProShares UltraPro Short S&P 500 ETF
CUSIP: 74347B110","Sell","5","$16.36","$81.80"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
